"","screen_name","created_at","text","favorite_count","retweet_count","is_retweet","ext_media_url_copy","ext_media_url_1","ext_media_url_2","ext_media_url_3","ext_media_url_4","date","week"
"1","webb_dallin",2019-03-13 03:25:43,"This #tidytuesday was big for me! I wrote my first code walk through and put it on my new portfolio --&gt; https://t.co/t6bQ98hLrY. I made a faceted density plot of the 6 most popular board game mechanics over the years. Check out the walk through here https://t.co/tVyHZtdUHS https://t.co/7pYmkkTPos",73,7,FALSE,
